STUDENT_ID,GENDER,PREF1,PREF2,PREF3,PREF4,PREF5,PREF6,PREF7
162,남,흥덕고,주성고,충대사대부고,충북고,봉명고,세광고,청주신흥고
163,남,주성고,서원고,금천고,봉명고,청주신흥고,청주고,흥덕고
164,남,충북고,충대사대부고,서원고,청주대성고,주성고,청석고,흥덕고
165,남,청주신흥고,흥덕고,충대사대부고,청석고,금천고,청주대성고,주성고
166,남,봉명고,흥덕고,청주고,금천고,청주신흥고,충대사대부고,충북고
167,남,상당고,주성고,서원고,청석고,충대사대부고,청주대성고,금천고
168,남,상당고,충북고,봉명고,흥덕고,금천고,청주고,청주신흥고
169,남,청주신흥고,운호고,청주고,세광고,충대사대부고,청주대성고,상당고
170,남,흥덕고,금천고,청주신흥고,세광고,청주대성고,충북고,상당고
171,남,금천고,청석고,충북고,세광고,봉명고,충대사대부고,주성고
172,남,금천고,청주고,청석고,운호고,봉명고,세광고,청주신흥고
173,남,상당고,운호고,청주대성고,세광고,주성고,봉명고,청주고
174,남,주성고,충북고,세광고,서원고,흥덕고,운호고,청주대성고
175,남,충북고,청석고,청주고,충대사대부고,금천고,청주대성고,흥덕고
176,남,주성고,운호고,흥덕고,청주대성고,봉명고,충대사대부고,금천고
177,남,충대사대부고,청주대성고,충북고,서원고,봉명고,운호고,주성고
178,남,봉명고,금천고,청주대성고,흥덕고,충대사대부고,서원고,충북고
179,남,충대사대부고,금천고,봉명고,운호고,흥덕고,주성고,청주대성고
180,남,청주고,운호고,충대사대부고,충북고,청주대성고,상당고,주성고
181,남,청석고,주성고,서원고,충대사대부고,상당고,봉명고,흥덕고
182,남,서원고,세광고,충대사대부고,상당고,청석고,청주고,청주신흥고
183,남,봉명고,금천고,청주고,충대사대부고,충북고,흥덕고,세광고
184,남,충대사대부고,청주신흥고,세광고,청석고,운호고,충북고,서원고
185,남,봉명고,주성고,충북고,서원고,금천고,청주고,흥덕고
186,남,흥덕고,운호고,청주신흥고,금천고,봉명고,서원고,세광고
187,남,청주대성고,충대사대부고,서원고,운호고,청주고,금천고,상당고
188,남,서원고,세광고,청주대성고,청주고,충북고,운호고,흥덕고
189,남,청석고,운호고,청주대성고,상당고,봉명고,청주신흥고,세광고
190,남,청주신흥고,서원고,충북고,주성고,세광고,봉명고,운호고
191,남,충대사대부고,흥덕고,충북고,청석고,상당고,운호고,청주고
192,남,주성고,서원고,세광고,청주고,청석고,청주대성고,충북고
193,남,금천고,청주대성고,상당고,충북고,세광고,주성고,서원고
194,남,청석고,흥덕고,세광고,충북고,청주대성고,봉명고,금천고
195,남,금천고,봉명고,충북고,서원고,흥덕고,상당고,청주신흥고
196,남,상당고,청주신흥고,흥덕고,서원고,청석고,세광고,봉명고
197,남,운호고,충대사대부고,청석고,주성고,상당고,세광고,청주신흥고
198,남,청주대성고,세광고,상당고,청주신흥고,봉명고,충북고,청주고
199,남,충대사대부고,청주신흥고,흥덕고,봉명고,청주고,운호고,금천고
200,남,세광고,금천고,흥덕고,청석고,충북고,봉명고,서원고
201,남,주성고,충대사대부고,금천고,상당고,봉명고,충북고,세광고
202,남,흥덕고,금천고,주성고,충북고,운호고,청주신흥고,서원고
203,남,충대사대부고,금천고,운호고,청주신흥고,상당고,흥덕고,충북고
204,남,금천고,운호고,청주신흥고,주성고,흥덕고,충북고,충대사대부고
205,남,주성고,충대사대부고,흥덕고,충북고,서원고,청주대성고,청주신흥고
206,남,청주대성고,청석고,서원고,상당고,세광고,운호고,주성고
207,남,충북고,상당고,흥덕고,청석고,청주대성고,청주고,운호고
208,남,청석고,주성고,금천고,운호고,봉명고,충대사대부고,청주고
209,남,청주고,충북고,충대사대부고,봉명고,청주대성고,청석고,세광고
210,남,상당고,청주고,운호고,청석고,청주신흥고,주성고,봉명고
211,남,충대사대부고,세광고,주성고,봉명고,청주대성고,청주신흥고,충북고
212,남,주성고,청주고,금천고,흥덕고,청주신흥고,상당고,충대사대부고
213,남,주성고,운호고,금천고,충북고,세광고,충대사대부고,서원고
214,남,서원고,청주신흥고,상당고,청주대성고,청석고,봉명고,세광고
215,남,상당고,봉명고,세광고,청주신흥고,운호고,금천고,충대사대부고
216,남,청석고,운호고,흥덕고,청주고,세광고,충대사대부고,청주대성고
217,남,충북고,금천고,청석고,운호고,청주대성고,청주신흥고,세광고
218,남,운호고,상당고,청주고,청주대성고,주성고,세광고,봉명고
219,남,흥덕고,서원고,충대사대부고,금천고,상당고,청주고,청석고
220,남,청석고,세광고,흥덕고,주성고,금천고,충북고,청주고
221,남,청주고,서원고,세광고,주성고,금천고,청석고,청주대성고
222,남,흥덕고,세광고,운호고,상당고,청석고,서원고,봉명고
223,남,세광고,충북고,서원고,금천고,봉명고,청주신흥고,청주고
224,남,충북고,봉명고,서원고,운호고,청주신흥고,청주대성고,충대사대부고
225,남,충대사대부고,청주고,서원고,운호고,세광고,상당고,주성고
226,남,세광고,충북고,서원고,금천고,충대사대부고,주성고,운호고
227,남,세광고,청석고,서원고,운호고,주성고,청주고,금천고
228,남,충북고,충대사대부고,서원고,흥덕고,운호고,청주고,청주신흥고
229,남,청석고,흥덕고,운호고,청주대성고,주성고,충대사대부고,청주고
230,남,세광고,청석고,청주신흥고,서원고,금천고,충대사대부고,봉명고
231,남,충북고,흥덕고,청주고,주성고,청주대성고,서원고,금천고
232,남,충북고,세광고,흥덕고,운호고,상당고,금천고,봉명고
233,남,충북고,청주대성고,서원고,운호고,금천고,봉명고,청주신흥고
234,남,서원고,충북고,청주대성고,상당고,충대사대부고,청석고,청주고
235,남,흥덕고,금천고,세광고,청주고,청주대성고,주성고,충대사대부고
236,남,세광고,흥덕고,청주신흥고,충북고,청주대성고,서원고,운호고
237,남,청석고,주성고,서원고,금천고,흥덕고,운호고,청주고
238,남,주성고,금천고,청주고,청주대성고,봉명고,세광고,상당고
239,남,청주신흥고,청석고,충대사대부고,주성고,금천고,상당고,청주대성고
240,남,세광고,금천고,운호고,주성고,충대사대부고,청주대성고,흥덕고
241,남,흥덕고,청주고,청주신흥고,청주대성고,청석고,운호고,상당고
242,남,충북고,봉명고,운호고,청주고,흥덕고,청석고,상당고
243,남,청주신흥고,주성고,봉명고,흥덕고,금천고,청주고,청석고
244,남,충북고,청주신흥고,흥덕고,충대사대부고,청주대성고,세광고,운호고
245,남,청주신흥고,세광고,상당고,주성고,봉명고,충북고,청주대성고
246,남,충북고,흥덕고,세광고,상당고,충대사대부고,청주신흥고,청주대성고
247,남,청주신흥고,상당고,충대사대부고,청주대성고,청석고,서원고,청주고
248,남,충대사대부고,봉명고,흥덕고,청주대성고,충북고,운호고,서원고
249,남,봉명고,충대사대부고,청석고,청주신흥고,청주고,충북고,서원고
250,남,봉명고,청석고,청주신흥고,세광고,충북고,흥덕고,충대사대부고
251,남,봉명고,충대사대부고,세광고,충북고,운호고,서원고,청석고
252,남,청주대성고,운호고,충북고,주성고,금천고,서원고,흥덕고
253,남,상당고,주성고,운호고,금천고,청주대성고,봉명고,청주고
254,남,서원고,충대사대부고,상당고,흥덕고,주성고,청주대성고,청석고
255,남,청석고,충대사대부고,서원고,세광고,주성고,운호고,청주신흥고
256,남,운호고,흥덕고,서원고,청주대성고,충북고,금천고,세광고
257,남,충대사대부고,청석고,주성고,세광고,상당고,청주대성고,운호고
258,남,청주신흥고,흥덕고,금천고,세광고,청주고,충대사대부고,청석고
259,남,금천고,청주고,흥덕고,청석고,운호고,충대사대부고,주성고
260,남,충북고,봉명고,주성고,청석고,세광고,충대사대부고,청주고
261,남,청주고,충대사대부고,세광고,충북고,상당고,금천고,청석고
262,남,충대사대부고,흥덕고,청석고,청주신흥고,상당고,봉명고,청주대성고
263,남,흥덕고,봉명고,청주고,충대사대부고,청주대성고,충북고,청석고
264,남,충북고,청주고,서원고,청주신흥고,운호고,청석고,상당고
265,남,충대사대부고,운호고,봉명고,상당고,주성고,세광고,청석고
266,남,봉명고,세광고,청주대성고,흥덕고,청주고,충북고,청주신흥고
267,남,세광고,흥덕고,금천고,청주대성고,봉명고,운호고,서원고
268,남,흥덕고,청석고,주성고,운호고,청주고,서원고,청주대성고
269,남,상당고,주성고,흥덕고,금천고,청주신흥고,청석고,서원고
270,남,서원고,운호고,청석고,세광고,청주대성고,상당고,청주고
271,남,서원고,흥덕고,상당고,금천고,주성고,봉명고,세광고
272,남,금천고,운호고,세광고,청주신흥고,흥덕고,청주고,충북고
273,남,상당고,주성고,봉명고,청주대성고,충대사대부고,청석고,청주신흥고
274,남,흥덕고,충대사대부고,주성고,충북고,세광고,청주고,청주신흥고
275,남,충북고,청주신흥고,서원고,흥덕고,주성고,금천고,청주고
276,남,청주고,청주신흥고,흥덕고,충대사대부고,봉명고,충북고,서원고
277,남,세광고,운호고,금천고,청주대성고,봉명고,충북고,청주고
278,남,충대사대부고,금천고,청주대성고,주성고,청주고,청주신흥고,봉명고
279,남,세광고,주성고,서원고,금천고,충북고,충대사대부고,청주고
280,남,충북고,청석고,청주신흥고,청주대성고,주성고,청주고,봉명고
281,남,운호고,상당고,청주신흥고,흥덕고,청주고,청석고,서원고
282,남,충북고,충대사대부고,금천고,서원고,상당고,운호고,청석고
283,남,청주고,서원고,청석고,청주대성고,금천고,흥덕고,봉명고
284,남,청주대성고,흥덕고,충대사대부고,상당고,충북고,금천고,서원고
285,남,청주신흥고,흥덕고,세광고,충북고,금천고,청주고,청주대성고
286,남,청주대성고,흥덕고,서원고,봉명고,금천고,상당고,주성고
287,남,청주신흥고,청주대성고,청주고,주성고,운호고,흥덕고,서원고
288,남,세광고,청주대성고,주성고,청주신흥고,봉명고,충대사대부고,충북고
289,남,주성고,상당고,청주고,청주대성고,청석고,충북고,청주신흥고
290,남,흥덕고,청석고,상당고,봉명고,세광고,금천고,충북고
291,남,충대사대부고,청주대성고,청주고,세광고,운호고,청석고,흥덕고
292,남,청주대성고,금천고,봉명고,주성고,상당고,청주신흥고,서원고
293,남,충대사대부고,청주대성고,금천고,흥덕고,운호고,봉명고,서원고
294,남,세광고,청주신흥고,운호고,금천고,주성고,서원고,흥덕고
295,남,운호고,서원고,금천고,주성고,청석고,청주신흥고,세광고
296,남,충대사대부고,주성고,청주신흥고,봉명고,금천고,흥덕고,세광고
297,남,청주고,주성고,청석고,금천고,청주신흥고,흥덕고,봉명고
298,남,청주고,청주대성고,청석고,세광고,청주신흥고,금천고,상당고
299,남,청주대성고,주성고,청주신흥고,청주고,청석고,충대사대부고,서원고
300,남,충대사대부고,상당고,청주고,운호고,청주신흥고,서원고,금천고
301,남,충대사대부고,주성고,서원고,봉명고,청주신흥고,충북고,금천고
302,남,충북고,금천고,운호고,서원고,청주신흥고,세광고,충대사대부고
303,남,청주신흥고,세광고,주성고,충대사대부고,청석고,흥덕고,금천고
304,남,충대사대부고,청주신흥고,상당고,봉명고,흥덕고,서원고,주성고
305,남,세광고,청주고,금천고,청주신흥고,청석고,봉명고,상당고
306,남,청주신흥고,청주고,서원고,봉명고,청석고,운호고,금천고
307,남,충대사대부고,상당고,주성고,금천고,세광고,흥덕고,청석고
308,남,봉명고,주성고,상당고,충대사대부고,운호고,청주신흥고,청주고
309,남,운호고,흥덕고,충북고,주성고,금천고,청주대성고,청석고
310,남,흥덕고,봉명고,청주고,청주신흥고,청석고,상당고,충북고
311,남,상당고,청석고,흥덕고,세광고,청주고,봉명고,서원고
312,남,세광고,충북고,상당고,주성고,운호고,서원고,충대사대부고
313,남,청주고,흥덕고,운호고,청석고,충북고,서원고,청주대성고
314,남,충북고,상당고,청석고,봉명고,흥덕고,세광고,청주신흥고
315,남,청주고,흥덕고,청주신흥고,청석고,운호고,상당고,주성고
316,남,청주고,충북고,충대사대부고,운호고,청주대성고,서원고,청주신흥고
317,남,주성고,상당고,충대사대부고,청주신흥고,흥덕고,세광고,봉명고
318,남,청주신흥고,서원고,청석고,청주고,주성고,청주대성고,충북고
319,남,주성고,청주대성고,봉명고,청주신흥고,세광고,청석고,충북고
320,남,흥덕고,청주고,충북고,청주신흥고,금천고,주성고,상당고
321,남,청석고,충대사대부고,청주고,봉명고,상당고,세광고,금천고
322,남,청석고,충북고,서원고,상당고,충대사대부고,운호고,청주대성고
323,남,서원고,충북고,청주대성고,세광고,청석고,금천고,흥덕고
324,남,충북고,운호고,금천고,세광고,주성고,충대사대부고,상당고
325,남,충대사대부고,금천고,청주대성고,세광고,흥덕고,서원고,충북고
326,남,청주고,운호고,세광고,청주신흥고,서원고,금천고,흥덕고
327,남,봉명고,청석고,흥덕고,상당고,충북고,서원고,운호고
328,남,주성고,금천고,운호고,충북고,청석고,서원고,흥덕고
329,남,서원고,청주고,주성고,봉명고,청석고,세광고,흥덕고
330,남,충대사대부고,주성고,충북고,상당고,서원고,금천고,청주신흥고
331,남,주성고,충북고,청주신흥고,청주고,서원고,흥덕고,충대사대부고
332,남,주성고,세광고,금천고,봉명고,청주대성고,청석고,상당고
333,남,충북고,청주신흥고,운호고,청석고,서원고,충대사대부고,상당고
334,남,금천고,청주대성고,충대사대부고,상당고,흥덕고,청석고,주성고
335,남,청주대성고,충대사대부고,청주고,운호고,충북고,봉명고,금천고
336,남,흥덕고,봉명고,청주대성고,운호고,주성고,청주고,상당고
337,남,운호고,청석고,흥덕고,세광고,주성고,봉명고,충북고
338,남,봉명고,청주고,서원고,상당고,세광고,운호고,금천고
339,남,청석고,상당고,청주대성고,봉명고,운호고,충북고,서원고
340,남,청주신흥고,청석고,충대사대부고,상당고,금천고,주성고,서원고
341,남,청주고,상당고,서원고,청주신흥고,주성고,청석고,세광고
342,남,충북고,충대사대부고,청주대성고,운호고,주성고,세광고,상당고
343,남,청주고,주성고,서원고,흥덕고,청주신흥고,충북고,상당고
344,남,봉명고,흥덕고,충대사대부고,금천고,주성고,청주고,충북고
345,남,서원고,청주고,흥덕고,청석고,봉명고,상당고,청주대성고
346,남,청석고,상당고,충북고,청주고,서원고,금천고,주성고
347,남,세광고,청주신흥고,봉명고,충북고,주성고,청주고,충대사대부고
348,남,상당고,청주고,흥덕고,서원고,주성고,충북고,봉명고
349,남,서원고,충대사대부고,청주대성고,충북고,청석고,운호고,청주고
350,남,상당고,충북고,봉명고,주성고,청주대성고,충대사대부고,청석고
351,남,청주신흥고,청주대성고,청석고,상당고,세광고,운호고,주성고
352,남,충북고,봉명고,서원고,흥덕고,운호고,청주대성고,금천고
353,남,서원고,청주고,청석고,충북고,세광고,주성고,충대사대부고
354,남,봉명고,청석고,서원고,충대사대부고,세광고,청주대성고,충북고
355,남,주성고,세광고,청석고,상당고,청주신흥고,서원고,금천고
356,남,청석고,흥덕고,주성고,금천고,운호고,세광고,청주신흥고
357,남,서원고,충대사대부고,청주고,충북고,봉명고,청주신흥고,금천고
358,남,금천고,청주신흥고,청주고,서원고,청주대성고,청석고,흥덕고
359,남,청주고,봉명고,흥덕고,청석고,세광고,주성고,충대사대부고
360,남,청주신흥고,상당고,봉명고,청석고,운호고,청주고,세광고
361,남,청주대성고,금천고,충북고,주성고,청주신흥고,서원고,세광고
362,남,봉명고,청주대성고,주성고,청주신흥고,금천고,세광고,상당고
363,남,상당고,청석고,흥덕고,청주신흥고,청주고,충북고,봉명고
364,남,흥덕고,봉명고,청주고,서원고,세광고,충대사대부고,금천고
365,남,금천고,흥덕고,운호고,청주대성고,봉명고,청주신흥고,청주고
366,남,청주신흥고,청주대성고,청석고,봉명고,운호고,상당고,금천고
367,남,충북고,주성고,충대사대부고,세광고,청주고,봉명고,청석고
368,남,상당고,충북고,서원고,청주고,청석고,금천고,청주신흥고
369,남,세광고,충대사대부고,충북고,상당고,금천고,주성고,청주고
370,남,청석고,봉명고,서원고,세광고,청주대성고,청주신흥고,청주고
371,남,흥덕고,주성고,금천고,청석고,세광고,운호고,상당고
