STD_ID,GND,SCR,PRE1,PRE2,PRE3,PRE4,PRE5,PRE6,PRE7,YEAR_INFO
75,남,0.0812,봉명고,충대사대부고,서원고,운호고,청주고,주성고,충북고,2023
76,남,0.08162,운호고,청주신흥고,금천고,청주대성고,세광고,청석고,흥덕고,2023
77,남,0.03087,충북고,서원고,봉명고,청주고,흥덕고,세광고,금천고,2023
78,남,0.07034,주성고,흥덕고,세광고,봉명고,충북고,금천고,충대사대부고,2023
79,남,0.02601,청주고,청석고,충북고,청주신흥고,봉명고,충대사대부고,상당고,2023
80,남,0.06278,서원고,충북고,청석고,충대사대부고,봉명고,주성고,청주대성고,2023
81,남,0.0449,청석고,세광고,청주고,청주대성고,상당고,청주신흥고,주성고,2023
82,남,0.04089,봉명고,충북고,청석고,청주대성고,청주신흥고,서원고,금천고,2023
83,남,0.09566,서원고,운호고,흥덕고,세광고,봉명고,청석고,충북고,2023
84,남,0.06149,충대사대부고,운호고,청주대성고,서원고,금천고,세광고,청석고,2023
85,남,0.05074,충대사대부고,청주신흥고,서원고,봉명고,충북고,상당고,청주고,2023
86,남,0.09773,청주고,봉명고,서원고,청주신흥고,청주대성고,흥덕고,금천고,2023
87,남,0.00512,충북고,상당고,봉명고,주성고,청주신흥고,운호고,서원고,2023
88,남,0.0209,충대사대부고,청석고,봉명고,상당고,운호고,청주고,주성고,2023
89,남,0.05649,청주신흥고,충북고,세광고,금천고,청석고,봉명고,주성고,2023
90,남,0.07883,봉명고,상당고,금천고,청주고,청주대성고,서원고,주성고,2023
91,남,0.02787,세광고,서원고,청주고,봉명고,청주신흥고,주성고,흥덕고,2023
92,남,0.03114,금천고,충북고,청석고,서원고,주성고,운호고,세광고,2023
93,남,0.07846,청주대성고,충대사대부고,흥덕고,청석고,서원고,봉명고,상당고,2023
94,남,0.05291,상당고,흥덕고,청주고,봉명고,청주신흥고,서원고,세광고,2023
95,남,0.09449,흥덕고,청주고,충북고,세광고,봉명고,주성고,청주대성고,2023
96,남,0.09404,세광고,상당고,운호고,금천고,충북고,흥덕고,청주고,2023
97,남,0.03866,청주신흥고,청주고,청석고,상당고,충대사대부고,서원고,금천고,2023
98,남,0.03981,서원고,청주고,운호고,청주대성고,봉명고,세광고,상당고,2023
99,남,0.00431,서원고,세광고,충대사대부고,청석고,청주신흥고,주성고,충북고,2023
100,남,0.05115,충대사대부고,청주대성고,서원고,청석고,청주고,봉명고,충북고,2023
101,남,0.00807,충북고,청주신흥고,운호고,봉명고,서원고,세광고,주성고,2023
102,남,0.00386,주성고,금천고,흥덕고,청주대성고,봉명고,충북고,청석고,2023
103,남,0.07095,충대사대부고,흥덕고,세광고,주성고,서원고,충북고,청석고,2023
104,남,0.04277,충북고,운호고,서원고,청주대성고,충대사대부고,세광고,주성고,2023
105,남,0.01826,상당고,세광고,서원고,봉명고,금천고,충북고,충대사대부고,2023
106,남,0.03579,봉명고,세광고,청석고,청주신흥고,흥덕고,청주고,충북고,2023
107,남,0.00307,충북고,청주신흥고,충대사대부고,서원고,청주대성고,상당고,청주고,2023
108,남,0.0616,흥덕고,청석고,충북고,청주고,상당고,청주신흥고,금천고,2023
109,남,0.0648,상당고,충북고,봉명고,서원고,세광고,주성고,충대사대부고,2023
110,남,0.03377,청주신흥고,주성고,서원고,청주고,상당고,세광고,청주대성고,2023
111,남,0.00442,주성고,봉명고,운호고,청석고,금천고,흥덕고,세광고,2023
112,남,0.03865,청주대성고,금천고,청석고,충북고,청주고,주성고,봉명고,2023
113,남,0.00382,청주고,세광고,서원고,청석고,운호고,청주신흥고,봉명고,2023
114,남,0.07112,운호고,흥덕고,청주고,세광고,서원고,금천고,청석고,2023
115,남,0.08957,충대사대부고,청주대성고,금천고,흥덕고,세광고,청주신흥고,청석고,2023
116,남,0.05423,운호고,청주대성고,봉명고,상당고,금천고,세광고,청주고,2023
117,남,0.00268,상당고,봉명고,충북고,충대사대부고,청주고,청주신흥고,주성고,2023
118,남,0.05902,세광고,금천고,운호고,서원고,상당고,청주신흥고,청주대성고,2023
119,남,0.01769,주성고,청주신흥고,충대사대부고,금천고,서원고,청석고,충북고,2023
120,남,0.03469,청주고,청석고,봉명고,상당고,서원고,충대사대부고,흥덕고,2023
121,남,0.07778,충대사대부고,청석고,충북고,청주고,청주신흥고,서원고,세광고,2023
122,남,0.08999,세광고,충대사대부고,청석고,운호고,금천고,주성고,봉명고,2023
123,남,0.09122,청주고,금천고,서원고,청주신흥고,청석고,상당고,흥덕고,2023
124,남,0.08129,금천고,청석고,봉명고,상당고,청주신흥고,충대사대부고,청주대성고,2023
125,남,0.03759,충북고,서원고,세광고,흥덕고,청석고,주성고,운호고,2023
126,남,0.06665,주성고,청주신흥고,세광고,상당고,서원고,청주고,충북고,2023
127,남,0.08787,운호고,충북고,청주신흥고,금천고,청석고,세광고,주성고,2023
128,남,0.08852,흥덕고,운호고,충북고,봉명고,세광고,금천고,상당고,2023
129,남,0.02687,상당고,청석고,청주고,충대사대부고,서원고,세광고,청주신흥고,2023
130,남,0.08522,서원고,운호고,금천고,상당고,충북고,청주대성고,봉명고,2023
131,남,0.02296,운호고,충대사대부고,청주대성고,금천고,청주고,서원고,세광고,2023
132,남,0.0862,서원고,청주고,청석고,충대사대부고,청주대성고,청주신흥고,주성고,2023
133,남,0.04977,충대사대부고,흥덕고,서원고,세광고,금천고,상당고,주성고,2023
134,남,0.09636,충대사대부고,봉명고,청주대성고,충북고,상당고,주성고,청주신흥고,2023
135,남,0.08312,봉명고,금천고,청주대성고,청주고,주성고,충북고,운호고,2023
136,남,0.07673,금천고,세광고,흥덕고,충대사대부고,청주신흥고,상당고,청주대성고,2023
137,남,0.02287,금천고,운호고,서원고,청주대성고,주성고,상당고,청주고,2023
138,남,0.03145,충북고,금천고,봉명고,상당고,세광고,청주대성고,운호고,2023
139,남,0.02635,상당고,청주대성고,충북고,세광고,충대사대부고,흥덕고,청주고,2023
140,남,0.01297,주성고,세광고,청주대성고,서원고,청주고,청석고,청주신흥고,2023
141,남,0.0926,충북고,상당고,운호고,청주고,세광고,금천고,주성고,2023
142,남,0.07039,청주고,봉명고,운호고,상당고,세광고,청주대성고,청주신흥고,2023
143,남,0.06208,충북고,서원고,세광고,주성고,충대사대부고,금천고,청주대성고,2023
144,남,0.06931,봉명고,충북고,충대사대부고,금천고,청주고,세광고,청석고,2023
145,남,0.00785,금천고,운호고,주성고,서원고,충대사대부고,충북고,세광고,2023
146,남,0.05525,봉명고,세광고,상당고,흥덕고,금천고,청주대성고,주성고,2023
147,남,0.036,금천고,상당고,운호고,충북고,봉명고,청주대성고,청주고,2023
148,남,0.00367,충북고,충대사대부고,청주신흥고,주성고,금천고,운호고,흥덕고,2023
149,남,0.08877,충북고,세광고,금천고,청주신흥고,운호고,봉명고,청주고,2023
150,남,0.05981,청석고,금천고,청주대성고,충북고,세광고,흥덕고,봉명고,2023
151,남,0.08742,상당고,충북고,세광고,봉명고,청주신흥고,주성고,흥덕고,2023
152,남,0.01632,충대사대부고,금천고,흥덕고,세광고,상당고,청석고,운호고,2023
153,남,0.07516,흥덕고,상당고,세광고,봉명고,금천고,서원고,청주대성고,2023
154,남,0.05408,청주신흥고,상당고,세광고,흥덕고,봉명고,청주대성고,충대사대부고,2023
155,남,0.07523,충북고,봉명고,주성고,충대사대부고,운호고,청주대성고,서원고,2023
156,남,0.01534,흥덕고,청주신흥고,상당고,청석고,충북고,청주고,충대사대부고,2023
157,남,0.09356,청주신흥고,충대사대부고,금천고,상당고,충북고,운호고,청주고,2023
158,남,0.01166,주성고,흥덕고,청주고,충대사대부고,충북고,서원고,세광고,2023
159,남,0.03438,서원고,운호고,청석고,세광고,충대사대부고,흥덕고,청주고,2023
160,남,0.08195,주성고,봉명고,충북고,청석고,흥덕고,세광고,상당고,2023
161,남,0.08612,청주고,서원고,충대사대부고,청주대성고,흥덕고,금천고,청석고,2023
162,남,0.0399,흥덕고,주성고,충대사대부고,충북고,봉명고,세광고,청주신흥고,2023
163,남,0.08282,주성고,서원고,금천고,봉명고,청주신흥고,청주고,흥덕고,2023
164,남,0.02924,충북고,충대사대부고,서원고,청주대성고,주성고,청석고,흥덕고,2023
165,남,0.01227,청주신흥고,흥덕고,충대사대부고,청석고,금천고,청주대성고,주성고,2023
166,남,0.06384,봉명고,흥덕고,청주고,금천고,청주신흥고,충대사대부고,충북고,2023
167,남,0.0786,상당고,주성고,서원고,청석고,충대사대부고,청주대성고,금천고,2023
168,남,0.05207,상당고,충북고,봉명고,흥덕고,금천고,청주고,청주신흥고,2023
169,남,0.08935,청주신흥고,운호고,청주고,세광고,충대사대부고,청주대성고,상당고,2023
170,남,0.01642,흥덕고,금천고,청주신흥고,세광고,청주대성고,충북고,상당고,2023
171,남,0.05442,금천고,청석고,충북고,세광고,봉명고,충대사대부고,주성고,2023
172,남,0.07986,금천고,청주고,청석고,운호고,봉명고,세광고,청주신흥고,2023
173,남,0.05332,상당고,운호고,청주대성고,세광고,주성고,봉명고,청주고,2023
174,남,0.09847,주성고,충북고,세광고,서원고,흥덕고,운호고,청주대성고,2023
175,남,0.06931,충북고,청석고,청주고,충대사대부고,금천고,청주대성고,흥덕고,2023
176,남,0.0367,주성고,운호고,흥덕고,청주대성고,봉명고,충대사대부고,금천고,2023
177,남,0.03014,충대사대부고,청주대성고,충북고,서원고,봉명고,운호고,주성고,2023
178,남,0.01888,봉명고,금천고,청주대성고,흥덕고,충대사대부고,서원고,충북고,2023
179,남,0.07895,충대사대부고,금천고,봉명고,운호고,흥덕고,주성고,청주대성고,2023
180,남,0.09072,청주고,운호고,충대사대부고,충북고,청주대성고,상당고,주성고,2023
181,남,0.07383,청석고,주성고,서원고,충대사대부고,상당고,봉명고,흥덕고,2023
182,남,0.08706,서원고,세광고,충대사대부고,상당고,청석고,청주고,청주신흥고,2023
183,남,0.09059,봉명고,금천고,청주고,충대사대부고,충북고,흥덕고,세광고,2023
184,남,0.03391,충대사대부고,청주신흥고,세광고,청석고,운호고,충북고,서원고,2023
185,남,0.05124,봉명고,주성고,충북고,서원고,금천고,청주고,흥덕고,2023
186,남,0.08387,흥덕고,운호고,청주신흥고,금천고,봉명고,서원고,세광고,2023
187,남,0.06078,청주대성고,충대사대부고,서원고,운호고,청주고,금천고,상당고,2023
188,남,0.06439,서원고,세광고,청주대성고,청주고,충북고,운호고,흥덕고,2023
189,남,0.08921,청석고,운호고,청주대성고,상당고,봉명고,청주신흥고,세광고,2023
190,남,0.02878,청주신흥고,서원고,충북고,주성고,세광고,봉명고,운호고,2023
191,남,0.09383,충대사대부고,흥덕고,충북고,청석고,상당고,운호고,청주고,2023
192,남,0.06823,주성고,서원고,세광고,청주고,청석고,청주대성고,충북고,2023
193,남,0.05187,금천고,청주대성고,상당고,충북고,세광고,주성고,서원고,2023
194,남,0.06643,청석고,흥덕고,세광고,충북고,청주대성고,봉명고,금천고,2023
195,남,0.02323,금천고,봉명고,충북고,서원고,흥덕고,상당고,청주신흥고,2023
196,남,0.04352,상당고,청주신흥고,흥덕고,서원고,청석고,세광고,봉명고,2023
197,남,0.03409,운호고,충대사대부고,청석고,주성고,상당고,세광고,청주신흥고,2023
198,남,0.05259,청주대성고,세광고,상당고,청주신흥고,봉명고,충북고,청주고,2023
199,남,0.03152,충대사대부고,청주신흥고,흥덕고,봉명고,청주고,운호고,금천고,2023
200,남,0.02114,세광고,금천고,흥덕고,청석고,충북고,봉명고,서원고,2023
201,남,0.08441,주성고,충대사대부고,금천고,상당고,봉명고,충북고,세광고,2023
202,남,0.07099,흥덕고,금천고,주성고,충북고,운호고,청주신흥고,서원고,2023
203,남,0.00433,충대사대부고,금천고,운호고,청주신흥고,상당고,흥덕고,충북고,2023
204,남,0.00545,금천고,운호고,청주신흥고,주성고,흥덕고,충북고,충대사대부고,2023
205,남,0.0946,주성고,충대사대부고,흥덕고,충북고,서원고,청주대성고,청주신흥고,2023
206,남,0.09011,청주대성고,청석고,서원고,상당고,세광고,운호고,주성고,2023
207,남,0.01587,충북고,상당고,흥덕고,청석고,청주대성고,청주고,운호고,2023
208,남,0.01364,청석고,주성고,금천고,운호고,봉명고,충대사대부고,청주고,2023
209,남,0.00816,청주고,충북고,충대사대부고,봉명고,청주대성고,청석고,세광고,2023
210,남,0.01455,상당고,청주고,운호고,청석고,청주신흥고,주성고,봉명고,2023
211,남,0.06753,충대사대부고,세광고,주성고,봉명고,청주대성고,청주신흥고,충북고,2023
212,남,0.03756,주성고,청주고,금천고,흥덕고,청주신흥고,상당고,충대사대부고,2023
213,남,0.02651,주성고,운호고,금천고,충북고,세광고,충대사대부고,서원고,2023
214,남,0.03054,서원고,청주신흥고,상당고,청주대성고,청석고,봉명고,세광고,2023
215,남,0.07494,상당고,봉명고,세광고,청주신흥고,운호고,금천고,충대사대부고,2023
216,남,0.02185,청석고,운호고,흥덕고,청주고,세광고,충대사대부고,청주대성고,2023
217,남,0.03508,충북고,금천고,청석고,운호고,청주대성고,청주신흥고,세광고,2023
218,남,0.04537,운호고,상당고,청주고,청주대성고,주성고,세광고,봉명고,2023
219,남,0.08266,흥덕고,서원고,충대사대부고,금천고,상당고,청주고,청석고,2023
220,남,0.05172,청석고,세광고,흥덕고,주성고,금천고,충북고,청주고,2023
221,남,0.09947,청주고,서원고,세광고,주성고,금천고,청석고,청주대성고,2023
222,남,0.05267,흥덕고,세광고,운호고,상당고,청석고,서원고,봉명고,2023
223,남,0.04414,세광고,충북고,서원고,금천고,봉명고,청주신흥고,청주고,2023
224,남,0.02456,충북고,봉명고,서원고,운호고,청주신흥고,청주대성고,충대사대부고,2023
225,남,0.01625,충대사대부고,청주고,서원고,운호고,세광고,상당고,주성고,2023
226,남,0.0707,세광고,충북고,서원고,금천고,충대사대부고,주성고,운호고,2023
227,남,0.05772,세광고,청석고,서원고,운호고,주성고,청주고,금천고,2023
228,남,0.03905,충북고,충대사대부고,서원고,흥덕고,운호고,청주고,청주신흥고,2023
229,남,0.07652,청석고,흥덕고,운호고,청주대성고,주성고,충대사대부고,청주고,2023
230,남,0.02369,세광고,청석고,청주신흥고,서원고,금천고,충대사대부고,봉명고,2023
231,남,0.05104,충북고,흥덕고,청주고,주성고,청주대성고,서원고,금천고,2023
232,남,0.01978,충북고,세광고,흥덕고,운호고,상당고,금천고,봉명고,2023
233,남,0.07085,충북고,청주대성고,서원고,운호고,금천고,봉명고,청주신흥고,2023
234,남,0.09621,서원고,충북고,청주대성고,상당고,충대사대부고,청석고,청주고,2023
235,남,0.09865,흥덕고,금천고,세광고,청주고,청주대성고,주성고,충대사대부고,2023
236,남,0.04219,세광고,흥덕고,청주신흥고,충북고,청주대성고,서원고,운호고,2023
237,남,0.00932,청석고,주성고,서원고,금천고,흥덕고,운호고,청주고,2023
238,남,0.01033,주성고,금천고,청주고,청주대성고,봉명고,세광고,상당고,2023
239,남,0.07405,청주신흥고,청석고,충대사대부고,주성고,금천고,상당고,청주대성고,2023
240,남,0.05607,세광고,금천고,운호고,주성고,충대사대부고,청주대성고,흥덕고,2023
241,남,0.01866,흥덕고,청주고,청주신흥고,청주대성고,청석고,운호고,상당고,2023
242,남,0.45224,충북고,봉명고,운호고,청주고,흥덕고,청석고,상당고,2023
243,남,0.37024,청주신흥고,주성고,봉명고,흥덕고,금천고,청주고,청석고,2023
244,남,0.26558,충북고,청주신흥고,흥덕고,충대사대부고,청주대성고,세광고,운호고,2023
245,남,0.34538,청주신흥고,세광고,상당고,주성고,봉명고,충북고,청주대성고,2023
246,남,0.38158,충북고,흥덕고,세광고,상당고,충대사대부고,청주신흥고,청주대성고,2023
247,남,0.48869,청주신흥고,상당고,충대사대부고,청주대성고,청석고,서원고,청주고,2023
248,남,0.28787,충대사대부고,봉명고,흥덕고,청주대성고,충북고,운호고,서원고,2023
249,남,0.49609,봉명고,충대사대부고,청석고,청주신흥고,청주고,충북고,서원고,2023
250,남,0.19153,봉명고,청석고,청주신흥고,세광고,충북고,흥덕고,충대사대부고,2023
251,남,0.16376,봉명고,충대사대부고,세광고,충북고,운호고,서원고,청석고,2023
252,남,0.12713,청주대성고,운호고,충북고,주성고,금천고,서원고,흥덕고,2023
253,남,0.11706,상당고,주성고,운호고,금천고,청주대성고,봉명고,청주고,2023
254,남,0.28789,서원고,충대사대부고,상당고,흥덕고,주성고,청주대성고,청석고,2023
255,남,0.47378,청석고,충대사대부고,서원고,세광고,주성고,운호고,청주신흥고,2023
256,남,0.30458,운호고,흥덕고,서원고,청주대성고,충북고,금천고,세광고,2023
257,남,0.46352,충대사대부고,청석고,주성고,세광고,상당고,청주대성고,운호고,2023
258,남,0.1005,청주신흥고,흥덕고,금천고,세광고,청주고,충대사대부고,청석고,2023
259,남,0.42694,금천고,청주고,흥덕고,청석고,운호고,충대사대부고,주성고,2023
260,남,0.22836,충북고,봉명고,주성고,청석고,세광고,충대사대부고,청주고,2023
261,남,0.1128,청주고,충대사대부고,세광고,충북고,상당고,금천고,청석고,2023
262,남,0.38907,충대사대부고,흥덕고,청석고,청주신흥고,상당고,봉명고,청주대성고,2023
263,남,0.1797,흥덕고,봉명고,청주고,충대사대부고,청주대성고,충북고,청석고,2023
264,남,0.45593,충북고,청주고,서원고,청주신흥고,운호고,청석고,상당고,2023
265,남,0.14681,충대사대부고,운호고,봉명고,상당고,주성고,세광고,청석고,2023
266,남,0.34586,봉명고,세광고,청주대성고,흥덕고,청주고,충북고,청주신흥고,2023
267,남,0.46342,세광고,흥덕고,금천고,청주대성고,봉명고,운호고,서원고,2023
268,남,0.2962,흥덕고,청석고,주성고,운호고,청주고,서원고,청주대성고,2023
269,남,0.26875,상당고,주성고,흥덕고,금천고,청주신흥고,청석고,서원고,2023
270,남,0.47931,서원고,운호고,청석고,세광고,청주대성고,상당고,청주고,2023
271,남,0.1841,서원고,흥덕고,상당고,금천고,주성고,봉명고,세광고,2023
272,남,0.2965,금천고,운호고,세광고,청주신흥고,흥덕고,청주고,충북고,2023
273,남,0.30156,상당고,주성고,봉명고,청주대성고,충대사대부고,청석고,청주신흥고,2023
274,남,0.32525,흥덕고,충대사대부고,주성고,충북고,세광고,청주고,청주신흥고,2023
275,남,0.22258,충북고,청주신흥고,서원고,흥덕고,주성고,금천고,청주고,2023
276,남,0.47746,청주고,청주신흥고,흥덕고,충대사대부고,봉명고,충북고,서원고,2023
277,남,0.28599,세광고,운호고,금천고,청주대성고,봉명고,충북고,청주고,2023
278,남,0.13876,충대사대부고,금천고,청주대성고,주성고,청주고,청주신흥고,봉명고,2023
279,남,0.22882,세광고,주성고,서원고,금천고,충북고,충대사대부고,청주고,2023
280,남,0.3852,충북고,청석고,청주신흥고,청주대성고,주성고,청주고,봉명고,2023
281,남,0.16048,운호고,상당고,청주신흥고,흥덕고,청주고,청석고,서원고,2023
282,남,0.38107,충북고,충대사대부고,금천고,서원고,상당고,운호고,청석고,2023
283,남,0.37029,청주고,서원고,청석고,청주대성고,금천고,흥덕고,봉명고,2023
284,남,0.19047,청주대성고,흥덕고,충대사대부고,상당고,충북고,금천고,서원고,2023
285,남,0.19475,청주신흥고,흥덕고,세광고,충북고,금천고,청주고,청주대성고,2023
286,남,0.30019,청주대성고,흥덕고,서원고,봉명고,금천고,상당고,주성고,2023
287,남,0.34328,청주신흥고,청주대성고,청주고,주성고,운호고,흥덕고,서원고,2023
288,남,0.44095,세광고,청주대성고,주성고,청주신흥고,봉명고,충대사대부고,충북고,2023
289,남,0.49459,주성고,상당고,청주고,청주대성고,청석고,충북고,청주신흥고,2023
290,남,0.45438,흥덕고,청석고,상당고,봉명고,세광고,금천고,충북고,2023
291,남,0.30946,충대사대부고,청주대성고,청주고,세광고,운호고,청석고,흥덕고,2023
292,남,0.18562,청주대성고,금천고,봉명고,주성고,상당고,청주신흥고,서원고,2023
293,남,0.30104,충대사대부고,청주대성고,금천고,흥덕고,운호고,봉명고,서원고,2023
294,남,0.3812,세광고,청주신흥고,운호고,금천고,주성고,서원고,흥덕고,2023
295,남,0.25067,운호고,서원고,금천고,주성고,청석고,청주신흥고,세광고,2023
296,남,0.39962,충대사대부고,주성고,청주신흥고,봉명고,금천고,흥덕고,세광고,2023
297,남,0.10461,청주고,주성고,청석고,금천고,청주신흥고,흥덕고,봉명고,2023
298,남,0.25345,청주고,청주대성고,청석고,세광고,청주신흥고,금천고,상당고,2023
299,남,0.37205,청주대성고,주성고,청주신흥고,청주고,청석고,충대사대부고,서원고,2023
300,남,0.42272,충대사대부고,상당고,청주고,운호고,청주신흥고,서원고,금천고,2023
301,남,0.21948,충대사대부고,주성고,서원고,봉명고,청주신흥고,충북고,금천고,2023
302,남,0.37675,충북고,금천고,운호고,서원고,청주신흥고,세광고,충대사대부고,2023
303,남,0.23192,청주신흥고,세광고,주성고,충대사대부고,청석고,흥덕고,금천고,2023
304,남,0.10594,충대사대부고,청주신흥고,상당고,봉명고,흥덕고,서원고,주성고,2023
